comment,class_label
"určite by bolo lepšie mať dve hodiny cvičení a dve hodiny prednášok, oproti terajším trom hodinám prednášok a jednej hod. cvičení",-1
"minimalne odporucam preto, ze je povinny :) ale inak, kombinacia Hegyi + Zlatoš je skvela...ucivo po zamysleni nadherne....co viac si priat?mozno uz len naozaj o jednu hodinu cvik viacej...tie su ako beh za preplnenou elektrickou (pri behu len dufate, ze sa v nej pre vas(vase pochopenie) vytvori priestor)",1
"Je potrebný, a ak abstrahujem od potrebnej teórie aj zaujímavý v praktickom využití, ale tá teória je tak nudná a bez príkladov ťažko pochopiteľná",0
"Vynikajúci prednášajúci, dobrý cvičiaci.. ""Cesta z troch rozmerov s presahmi do príbuzných odborov."" odporúčam, matfyzáci !",1
"Zaujimavy predmet trochu ťažko pochopitelny, hlavne pre prvákov....vela novych veci, ale co nebolo pochopene na prednaske to Hegyi vzdy vysvetlil na cvikach",1
"Ubral by som 1 hodinu z prednasky a pridal 1 hodinu k cviceniu.",0
"vyucujuci je srandista, je dobre zucastnovat sa vsetkych prednasok, je to vyhoda",1
"prednasky primerane dlhe, ale malo cviceni",-1
"Zlatoš je super, a Hegyi je tiez fajn... ale nepochopila som podstatu ich predmetu",-1
"Počet hodín prednášok a cvičení sa mi zdá nevyvážený. Dlhé a vyčerpavajúce prednášky, cvičenia krátke.Predmet hodí.",-1
"Prednasky boli skvele, clovek sa na nich nikdy nenudil i ked ucivo si treba pozerat z tyzdna na tyzden, inak sa clovek velmi rychlo strati...chybala tomu ale aspon hodinka cvik naviac...",0
"Odporúčam hlavne kvôli vyučujúcemu, ktorý prednáša pútavejšie ako niektorí jeho kolegovia a hlavne kvôli cvičiacemu, vďaka ktorému boli cvičenia zábava.",1
"Skvelí prednášajúci a cvičiaci, zaujímavé prednášky naplnené nielen matematikou, ale aj vtipom. Určite odporúčam, hoci pre prváka trocha nepochopiteľné a veľmi abstraktné, no určite jeden z tých predmetov, kvôli ktorým som si povedal/a, že pre toto tu rada chodím :)",1
"zaujímavý predmet s dobrými prednáškami aj cvičeniami, možno by sa hodila ešte jedna hodina cvičení",1
"Málo cvičení, hodili by sa 2 hodiny a miesto 3 hodín prednášok by stačili 2, 3 hodiny vkuse je strašne vela",-1
"Mam jedinu namietku k preberanej latke. V urcitej casti sa zacnu preberat matice zobrazenia co je samo o sebe trivialne, ale ako to mozu pochopit ludia ktory to nikdy predtym nevideli bez toho aby im predtym bolo poriadne vysvetlene (hlavne na prikladoch) co to znamena a ako prevadzat vektory z baze do baze. Namietka spociva v tom ze na dany predmet by bolo lepsie menej prednasky a viacej cv",-1
"Predmet mal 3 hodinovu prednasku a len jednu hodinu cviceni, ktora nebola postacujuca na vysvetlenie a prepocitanie prikladov.",-1
"bakalarka je fajn vec ked sa clovek venuje tomu co ho bavi a zaujima preto robim bakalarku na FEI ;-)",1
"Co dodat...treba si len vybrat dobreho skolitela, ktory vas neberie ako otravny hmyz. Ja som bol s pristupom velmi spokojny.",1
"(tvorcom ankety: k tomuto predmetu by sa hodili ine otazky) Bakalárska práca je fajn vec, človek sa naučí robiť samostatne, pracovať s literatúrou, TEXovať... a okrem toho je to predmet, ktorý konečne naučí väčšinu fyzikov aspoň trochu programovať:)",1
"Všetkým študentom, podieľajúcim sa na ankete ďakujem za pripomienky. Zohľadním ich v ďalších prednáškach. Na vysvetlenie niektorých pripomienok uvedených v komentároch by som chcel uviesť nasledovné.  1. Úroveň náročnosti prednášok som prispôsobil tak, aby boli zaujímavé a pochopiteľné nielen pre poslucháčov zamerania fyzika ale aj biomedicínska fyzika a taktiež študentky gymnázia, ktorá prednášky pravidelne navštevovala. V prípade, že budem tento premet prednášať v budúcnosti, zvýšim jeho náročnosť aj tým že vo väčšej miere zaradím do vyučovania riešenie fyzikálnych príkladov, ktoré umožnia lepšie pochopenie mechanizmov.  2. Ku komentáru #206231 by som rád uviedol toto stanovisko. Je pravda, že v úvodnej časti niektorých prednášok som vysvetlil historické súvislosti spojené s vývojom predstáv o fyzikálnych mechanizmoch procesov v živých organizmoch. Vždy však nasledovalo vysvetlenie mechanizmov, napríklad vzniku kľudového potenciálu, mechanizmov orientácie živočíchov v magnetickom poli Zeme, alebo orientácie hmyzu podľa polarizovaného svetla a pod. Na všetky otázky študentov som zodpovedal. Otázkam som sa nikdy nevyhýbal, naopak, vyzýval som poslucháčov aby sa pýtali. Za závažný problém považujem to, že mnohí študenti si nerobili počas prednášky poznámky. To môže byť jeden zo zdrojov vzniknutých nedorozumení.  3. K pripomienkam týkajúcim sa hodnotiaceho testu by som chcel poznamenať nasledovné. Na základe skúseností z predchádzajúcich rokov som test, ktorého súčasťou bolo riešenie dvoch fyzikálnych príkladov považoval za vhodný spôsob zhodnotenia znalostí študentov. Uznávam však, že test nemusí byť najoptimálnejším spôsobom hodnotenia. Preto v budúcnosti bude skúška z daného predmetu rozdelená na dve časti. Písomná časť bude venovaná výhradne riešeniu fyzikálnych príkladov a jej ústna časť bude zameraná na overenie teoretických znalostí fyzikálnych mechanizmov procesov v živých organizmoch. ",0
"Temy, ktore p. profesor prezentoval na hodine boli sice velmi zaujimave, no casto len nacrtol dany problem, uviedol niekolko historickych poznamok, konstant a absolutne vynechal vysvetlenie principu.",-1
"Prospela by interakcia učiteľ–študenti: otázky, prípadne nejaká hodnotená aktivita, ale viac-menej som tento predmet bral ako oddychovku a spestrenie, takže mi pasívne počúvanie vyhovovalo a…prehliadka labákov biofyziky naozaj stála za to! Predmet je vhodný pre „biotvorov”.",1
"Prednášky pôsobili nepripravene a chaoticky. Veľká časť prednášok bola venovaná histórii, a teda som mala problém sledovať, čo je správne vysvetlenie problému a čo je vysvetlenie, o ktorom si ľudia v minulosti mysleli, že je správne. Vzorce neboli odvodzované a nerozumela som, ktorá veličina čo predstavuje. Na otázky odpovedal vyučujúci zväčša vyhýbavo. Nepáčilo sa mi hodnotenie predmetu, test vyžadoval len pamätanie si rôznych konštánt, vôbec neodzkadľoval to, či učivu rozumieme.",-1
"Tento predmet mi prišiel v štýle z každého rožku trošku, to môže byť niekedy dobré, ale v tomto prípade som mal pocit, že kvantita šla na úkor kvality. Ocenil by som možno preberanie menej tématických celkov, ale do väčšej hĺbky. Takto som vlastne nič poriadne nepochopil. Tiež som mal pocit, že sa kládol až príliš veľký dôraz na fakty, čo mi na matfyz veľmi nesedí. To sa najviac prejavilo v záverečnej písomke - teste, ktorej asi 80 % tvorili kvízové otázky vyžadujúce jednoslovnú odpoveď z možností a,b,c. Navyše minimálne pri jednej som bol naozaj presvedčený, že odpoveď sa na prednáškach nevyskytla. Takže by som ocenil viac otázok typu ""Ako to funguje?"" na teste, prípadne na hodinách výraznejšie zdôrazňovanie dôležitých faktov.",-1
"Predmet ako taky ma potencial, kedze sa pomerne zrozumitelne a ilustrativne vysvetlia iste (na prvy pohlad nie jasne) mechanizmy zivych organizmov. Na druhej strane, predmetu by pomohol definovany sylabus spolu s doplnujucou literaturou k jednotlivym temam. V sucasnej podobe vystup predmetu skor zbierka poznatkov.Velky minus bolo predcasne ukoncovanie prednasky, ktora mala mat dva standartne 45minutove bloky, ale zvacsa koncila po hodine.",-1
"taky pohodickovy predmet, aj ked ma sklamal, bo som myslel ze to bude nieco uz serioznejsie - ak ste mali s prof. babincom fyzik. princ. v biologii, tak toto je nieco podobne. akorat sa nenehat odradit prvymi cca 3-oma prednaskami, tie boli fakt nudne, potom take prijemne. staci sa troska naucit na skusku - test, a je to.",0
"mna osobne tento predmet neoslovil..mozno aj preto ze prednasky boli mierne nezazivne..cela tabula zapisana nezrozumitelnymi znakmi..:-)",-1
"S obsahom predmetu som spokojný, človek sa dozvie veľa zaujímavého a hlavne je to trochu iný pohľad na vec. Čo sa týka organizácie, možno by to chcelo trochu spestriť prednášky nejakými prezentáciami, ukážkami nejakých naprogramovaných modelových situácii a podobne, lebo nie všetko z prednášanej látky sa dá ľahko prehltnúť a takáto pomôcka by určite bola nápomocná. Čo sa týka odporúčaní, tak hlavne študentom, ktorý sa chcú vydať smerom teoretickým (teoretická fyzika a pod.)",0
"Velmi dobre spracovana prednaska, jedine trosku neprijemne su neuveritelne dlhe ulohy ale na druhu stranu je to pochopitelne, latka nie je z najlahsich a robenie uloh ludi nuti si to prezriet a teda sa nestraca cez rpednasku",1
"Vyborny predmet!",1
"ulohy dost dlhe ale neda sa povedat ze by nepomohli, dost sme sa vdaka nim naucili, pisomky boli dost dlhe, pocitat 4 a viac hodin je dost unavne, ale asi by som ich nemenil (mozno ako jediny), pisomky boli o tom ci to proste clovek vie alebo nie, dalo sa na zaklade nich velmi spravodlivo rozhodnut o znamke a stupnica bola narocnosti dobre prisposobena",1
"S predmetom som uplne spokojna, ale podla mna nie je fer, aby boli len dva normalne terminy na skusky a potom ostatne len ""E-ckove"".. pretoze, ked niekto sa nemoze zucastnit na tych prvych dvoch, z ktoreho jeden je uz v decembri (kedy sa nie vsetci stihnu uplne pripravit), tak potom moze ziskat, uz len E. Podla mna by sa mal E-ckovy termin uplne zrusit a vsetky terminy by mali byt normalne hodnotene.. Skuska je sice tazka, ale podla mna by to tak bolo spravodlivejsie..",0
"Podľa mňa boli celkom silné výkyvy v náročnosti. Ozaj triviálne kroky boli rozoberané pomerne dlho a zase neintuitívne, či matematicky náročnejšie (zdĺhavejšie) veci zase preletené príliš rýchlo. Myslím si že chýbalo zavedenie Diracovho formalizmu, napriek tomu bolo (nepriamo) vyžadované jeho používanie. Avšak celkovo zvládnuteľný predmet. Jednoduché kvantové sústavy rozobraté veľmi podrobne (klad). Celkovo však si myslím, že človek po absolvovaní má nie veľmi dobrý prehľad o čom je kvantová mechanika a nevidí súvislosti, ktoré by mohli byť vidieť.",-1
"Sylabus predmetu je fajn avsak mala by byt jedna samostatna prednaska o Diracovej symbolike. Raz sa nieco z nej povie pri energ reprezentacii LHO a potom pri spine ale mne osobne chybal na to uceleny pohlad. Uloh by naozaj mohlo byt aspon o trochu menej alebo by mohli mat minimalne dvojnasobnu vahu v hodnoteni nez maju teraz.",-1
"Konečne nejaká ""moderná"" fyzika, výborne podaná na úrovni a hlavne stále zrozumiteľne, výborné prednášky a následne z toho poznámky. Síce domácich úloh boli kvantá, ale aspoň to lepšie pomohlo naučiť sa danú látku",1
"narocnost tohto predmetu bola dost vysoka, ci uz z hladiska uciva, alebo z mnozstva casu ktory sme mu museli venovat. myslim si ze urcitym pasazam uciva sme na prednaske venovali zbytocne vela casu, a na tie dolezitejsie ku koncu uz nezostal dostatocny cas. dalej sa mi nepacilo ze na vypracovanie zaverecnej skusky, sme mali vymedzeny cas iba 3 hodiny, co sa mi zda naozaj velmi malo, vzhladom na obtiaznost skusky, v takomto pripade clovek stihne len tak-tak dokoncit vsetky priklady, nieto si ich este skontrolovat.",-1
"Tazky predmet, ale tak primerane - ked clovek poctivo maka, nemusi byt genius aby dostal A.",0
"na tomto predmete bolo pomerne veľa práce s domácimi úlohami. 1é bodov za úlohy je pomerne málo na to koľko s tým bolo roboty. A ešte na skúške bolo strašne málo času.",-1
"Kvantová teória bola jeden z najťažších predmetov, ktoré som absolvovala z hľadiska mojej práce, ale aj prebratého učiva. Počas celého semestra sa tomu treba poriadne venovať a zaberalo to veľa času, ale vďaka úlohám sa to dalo naučiť. Nepáčilo sa mi, že sme mali málo času na záverečnej písomke, lebo nebol čas si veci poriadne premyslieť,čo viedlo k chybám.",0
"Je to drina, ale tak je to asi správne. Nič nie je horšie, ako učiteľ, ktorý má na svojich žiakov nízke nároky. Domáce úlohy sú časovo dosť náročné, ale vďaka nim ste v obraze počas celého semestra. Myslím, že z tohoto by si mali zobrať príklad aj vyučujúci ostatných povinných fyzikálnych predmetov. Aby ste sa nezlakli, skúška sa dá zvládnuť :) Čo sa mi nepáčilo bol midterm o šiestej večer. Je to náročná písomka na takú neskorú hodinu. A tiež skúška počas skúškového o štvrtej, tu už nemôže byť reč o probléme s miestnosťami, takýto čas sa mi zdá značne ""nepedagogický"". Asi tak:)",0
"Skvelý predmet, hlavne pre teoretikov (ostatní tie poznatky asi väčšinou nevyužijú a je dosť ťažký a abstraktný), naučili sme sa veľa pekných vecí, ďakujeme:-) Na začiatku bolo tempo príliš rýchle, ale asi po 4 prednáškach sa už dalo všetko dosť dobre sledovať.",1
"velmi skvely predmet, da sa tu ziskat velmi pekny prehlad o zakladoch z tejto problematiky, co mi je luto ze to sem tam nie je rigoroznejsie robene, aspon nejake vety presnejsie formulovat aby mal clovek prehlad o predpokladoch a dosledkochale inak super",1
"Podla mna najtazsi predmet ktory som zatial mal, ako latka je zaujimava, potrebna ale velmi narocna a ide sa velkou rychlostou. Fecko je sice suepr prednasajuci ale miestami som mal problem si zapisat poznamky lebo som proste nestihal",-1
"Obsah predmetu bol veľmi zaujímavý! Škoda však, že vyučujúci na kvant teórii a Lieových grupách spolu (asi) nekomunikujú, čo sa týka obsahu svojich prednášok. Teda myslím tým konkrétne to, že nie sú spomínané paralely medzi týmito dvoma prednáškami na kvantovej teórii, čo je veľká škoda, keďže vlastne tu, na Lie. grupách sa buduje matematický aparát (aj) pre kvantovú mechaniku. Dúfam, že v kvantovej teórii 2 sa to zmení.",0
"Pre teoretika velmi potrebny predmet, avsak ak pred nim clovek neprisiel do kontaktu s grupami dost tazky na abstrakciu. Oduceny vsak najlepsie ako sa len da, niekedy len prudko stupalo tempo ku koncu prednasky a tazko clovek stihal chapat a pisat zaroven.",1
"Predmet je svojou narocnostou zaradeny k vyssiemu standardu a tak k nemu aj treba pristupovat. Ten kto si chce oddychnut pri pohodovej prednaske si tu miesto nenajde.",0
"Laserové centrum je veľmi príjemná záležitosť.",0
"na predmete sa preberaju zaujimave veci, na druhej strane by to chcelo nejake obrazky a animacie pre lepsie pochopenie",0
"Predmet je pomerne dobry a uz len kvoli vybornym exkurziam do MLC a pod.sa predmet vyplati.",1
"Na predmete sme sa ucili v podstate nieco dost podobne, ako na vlnach a optike, na rozdiel od tohoto predmetu to bolo orientovane viac na optiku, nez predmet ""vlny a optika"", kde je zmes prakticky vsetkeho od teoretickej mechaniky, cez elektromagnetizmus az po optiku. Neskôr sme zacali preberat veci o laseroch.Predmet je podla mna robeny tak, aby student ziskal aspon priblizny prehlad o danej problematike a o tom, ake to ma uplatnenie v praxi a co sa robi na labakoch u nas na fakulte. Pacilo sa mi, ze sme boli na viacerych exkurziach po laboratoriach, kde sme si mohli pozriet aky vyskum tam prebiaha a co by sme v buducnosti mohli robit, ak by sme sa rozhodli optiku dalej studovat. Rozhodne odporucam ludom, ktory uvazuju nad studiom optiky.",1
"Predmet by som zhrnul ako prednášku informatívneho charakteru. Človek sa dozvie čo to o veciach, čo ho čakajú, ak by sa rozhodol študovať ďalej optiku. Keďže táto prednáška beží súčasne s povinným predmetom Vlny a optika, s problematikou na tejto prednáške sme neboli predtým moc oboznámení a tak snaha o nejaký matematický formalizmus zlyhala. Taktiež premietanie poznámok z meotaru nie je práve najšťastnejšie riešenie. Časť o laseroch bola zaujímavá, škoda len, že kvôli nulovým znalostiam kvantovky sme nie príliš rozumeli ich princípu. Napriek tomu lasery, nelineárna optika a optické vlákna boli tie zaujímavejšie kapitoly tohoto predmetu.",0
"super napad na predmet, ale chcelo by to skor namiesto meotaru pouzivat powerpoint a namiesto kopy slajdov, z ktorych aj tak polovicu som nestihol poriadne zaznamenat pouzit menej. Ale napriek tomu bol tento predmet pomerne zaujimavy.",1
"Za najvacsie plus tohto predmetu ako informativneho predmetu do optiky a laserov rozhodne povazujem exkurzie na pracoviska na fakulte ako aj medzinarodneho laseroveho centra. Plati, ze raz vidiet je lepsie ako stokrat pocut.Ak by sa predmet viac uberal tymto smerom, mal by vacsi prinos pre studenta, ako prechadzanie javmi, ktorym sa aj tak venuje prednaska vlny a optika",1
"Tento predmet by mohol byť veľmi zaujímavý, avšak chelo by to trochu zrenovovať systém akým je prednášaný.",0
"Velmi chyba ucebny material sity na mieru tomuto predmetu, prosto Matematika 1 - pre fyzikov. Matematicka analyza I.(Neubrunn, Vencko) je pekna, ale predsa bereme veci v inej hlbke a aj obsah predmetu sa lisi v podstatnych detailoch.",-1
"Z 2 a 3 hodinovych prednasok a jedneho 3 hodinoveho cvicenia by som spravil dve dvojhodinove prednasky  a 2x cvicenie po 2 hodiny. Na pisomkach sme mali podla mna o dost tazsie priklady, ako sme pocitali na hodine (prip. mali za ulohu).",-1
"matematika je krasna veda, clovek si na nej moZe zdokonalovat, resp precvicovat svoje logicke myslenie",1
"keďže je to povinný predmet, tak ho treba odporučiť",1
"Matematika bola, je a bude. Bez nej sa matfyzák nezaobíde.",0
"Pre prvákov je ťažké zvyknúť si na systém veta-dôkaz, no dá sa to. Je to však dosť ťažký predmet a pomerne veľa roboty.",0
"Veta, dôkaz, veta, dôkaz, veta, dôkaz, definícia...cca tri prednášky za semester a mal/a som dosť. Oplatí sa chodiť radšej k matematikom ku Kubáčkovi, tam je to iná ""trieda"". Na druhej strane - cvičenia - veľmi dobre a užitočne strávený čas.",0
"nesadol mi ihneď typ prednášok, veta -dôkaz, ale potom som sa do toho dostal, niekedy problém s viditeľnosťou kriedy na tabuli a Valáškovým prejavom, po strednej škole úplne iný typ výučby, ale keď človek dostatične zmatfyzáčie, tak v tom vidí tú krásu",1
"Niekedy tam čkovek zaspáva a nevie sa dosť sústrediť na preberané učivo- na prednáškach.",-1
"Na prednášky som chodil pomerne málo, kedže jediné čo mi dali bola chuť spať, prezentované nepochopiteľným a nudným spôsobom. Cvičenia boli veľmi dobré :).",-1
"tie prednasky boli skutocne velmi unavne, ale nasli sa aj svetle momenty...cvika fantasticke, skoda len, ze sa nam cviciaca aj do buduceho semestra nezachova...",0
"casto sa opakoval nazor ze hodnotim len vysledok a nehladim na postup. toto NIE JE PRAVDA co aj mozem dokladovat na hodnoteni skusky a ak ma niekto odlozenu pisomky zo semestra tak aj na nich. zrejme vznikol pri posudzovani omyl sposobeny nepochopenim otazky a vlastnej chyby. ak zakladna VETA z prednasky ktoru je student povinny vediet hovori ze za okolnosti A plati B a priklad je na aplikaciu dotycnej VETY a riesenim sa student dostane do sporu s vl. B (do sporu ktory je ocividny) tak je neprimerane hodnotit riesenie kladne. na druhej strane (co viem dokladovat) u mnozstva uloh hodnotim plne len postup (napr aplikaciu vety o substitucii) v pripade ze sa jedna o zdlhavejsie vypocty (a vysledok studenta hoc nie spravny nie je v ziadnom zjavnom spore s preberanou teoriou). typicky priklad: ak ziadam najst taylorov rad nejakej funkcie so stredom v bode $a$ a potom ziadam odcitat hodnotu niektorej derivacie danej funkcie v bode $a$ a student odpovie ze dotycna derivacia neexistuje (hoci predtym nasiel - a mozno aj spravne - pozadovany taylorov rad) tak je to tak nezmyselna odpoved ze ano taku vec viem hodnotit nulou. okrem toho povazujem za podstatne zvysit na FMFI UK doraz na schopnost studenta (ktory chce kladne hodnotenie) aby preukazal ze (cast) latky ovlada dostatocne na to aby produkoval SPRAVNE vysledky. napokon je to to co ziada prax bez ohladu na detaily konkretnej prace. ",0
"""obrie mnozstva prikladov na DU"" - to rozhodne nesuhlasim. studenti fyziky maju iba 2 povinne predmety a aj podla statutu UK je domace studium klucovou castou studia na UK. zbierka ""demidovic"" je normalna bezne pouzivana zb. uloh na mnozstve univerzit sveta, cize pri vsetkej snahe nemozno z nej vytrieskat obrie mnozstvo ale len primerane mnozstvo prikladov. okrem toho - je v sulade s politikou FMFI UK (ktora sa realizovala prakticky pre zmene studijnych programov podla bologneskej dohody) ze sa prenesie dril z cviceni na domacu pracu. zachovanie niekdajsich zvykov na kopec prikladov na cviku by viedla bud k tomu ze sa nedodrzi sylabus alebo sa nemala cast latky uplne prenecha na domace studium. ",0
"k udajnej ""nemoznosti opravy"" z dovodu choroby - tento komentar nebol casty ale je dost vyrazny a dost zavadzajuci aby som sa k tomu vyjadril. umoznil som 4 alebo 5 krat (a nie ze nula krat) napravit si body. vzhladom k tymto umozneniam realna poziadavka na kladne hodnotenie priebeznej casti skusky klesla zo 40% na nieco malo nad 30%. clovek ktory by z dovodu choroby nemal moznost vyuzit ani jednu z tychto moznosti by musel byt teda 5x za semester chory co predstavuje (z pisomiek) 5/12-tu cast semestra co myslim zrejme automaticky vedie k bud k indiv. studiu alebo neabsolvovaniu predmetu. okrem toho: umoznenie nejakej opravy pri 12tich pisomkach je nezmysel z praktickeho hladiska, nedokazem zriadit ziadny prehladny system ktory bude narabat s cca 50x12 moznostami roznych oprav. myslim ze takych 5 nahodne vybranych moznosti ziskat viac bodov bohate pokryje akekolvek jednorazove nahodne vypadnutie z tempa cviceni ci uz z dovodu choroby, dovolenky, prace alebo inych problemov ci radosti. z pohladu vyucujuceho (podla studijneho poriadku) je fakticky irelevantny dovod neucasti studenta na nejakej povinnosti. toto je zrejme vec ktora niektorych irituje - ale je to tak a je to aj rozumne. vyucujuci nie je urad pre dohlad nad zdravotnou starostlivostou aby skumal potvrdenia od lekara. aj v zaujme objektivnosti pre kazdeho studenta FMFI UK co mozno najviac rovnakeho posudzovania prenechavam rozhodovanie o individualnom studiju na zaklade zdravotneho stavu na (pro)dekana FMFI. osobne vnimam volanie po roznych nejasnych predpisoch o nejasnych podmienkach na opakovanie nahradu a pod. povinnosti ako snahu vytvorit mutnu vodu, z ktorej sa dobre tazi pri tahani za slovicka. rozhodne uprednostnujem jednoduche a jasne predpisy. ",0
"Väčšinu tohoto kurzu zaberú veci okolo viacrozmerných integrálov, krivkových integrálov a pod., ktoré fyzik potrebuje, takže predmet mal zväčša zmysel. Treba však povedať, že cvičenia často predbiehali prednášku, takže sa trochu strácala motiváciu na ňu chodiť. Cvičenia majú veľmi rýchle tempo, ktoré väčšinou bolo na škodu, človek často stíhal iba opisovať riešené príklady s tabule, pretože cvičiaci preskakoval kroky v postupe so slovami, že to už máme vedieť. Áno, ale ako sa na matfyze hovorí, opakovanie je matka múdrosti a to čo sa študentovi nepovie aspoň 3x, to si študent nezapamätá. Navyše na domácu prácu sme tak či onak dostávali obrie množstvá príkladov, pravda však je, že človek tak aspoň mal pocit, že získal prax. Tá sa výsledkoch nie vždy prejavila kvôli priebežnemu hodnoteniu, ktoré príliš upredonostňovalo správny výsledok pred správnosťou postupu a celkovo sme často mali pocit, akoby kritéria hodnotenia záviseli od času.",-1
"náročný predmet, len na vlastne riziko ;-)",0
"prednasky aj cvika na vysokej urovni, pochopitelne si predmet vyzaduje vela prace zo strany studentov.",0
"Cviciaci profesor Demetrian si zasluzi disciplinarne konanie. Jeho metodologia je uplne odveci. Na hodinach vacsinou diskutuje a rozobera priklad iba s tym studentom, ktory je monentalne pri tabuli. Ostatni studenti z jeho vysvetlenia prikladu nemaju nic. Sustredi sa na menej podstatnejsie detaily a zanedbava priame vysvetlenie latky. Nesnazi sa latku vysvetlovat tak, aby co najviac ludi pochopilo. Hodnotenie pisomiek na ktore dava malo casu je bezohladne. Snazi sa najst dovod preco by mohol dat co najhorsie hodnotenie za pisomku.",-1
"Je to dosť zabijácke. Asi polovica preberanej látky bola aj celkom zaujímavá, ale išlo sa závratným tempom. A na každý týždeň dostať prerátať 100 príkladov z Demidoviča (z nejakej novej látky) mi príde trošku moc. Stačilo by, keby študent pochopil podstatu preberanej látky a prerátal si zopár typových príkladov, stresovacia písomka každé cviko tiež nie je práve spôsob hodnotenia, ktorý mi vyhovuje.",-1
"Bola to fuska a dusu som vyplul asi styrikrat aby som vobec spravil zapocet. Ale myslim ze ak by pisomky na cvikach boli povedzme tri za semester tak by bolo asi este tazsie sa to naucit. Takto ako je to nastavene zaisti ze ludia budu daco z tej matiky vediet, druha strana je ze to ide na ukor inych predmetov (ale to uz je individualny problem)",0
"Nepochybne mimoriadne dolezity predmet pre fyzikov. Tempo prednasok je pomerne pomale, mozno az na prvych par prednasok.",0
"na hodnoteni sa mi moc nepaci, ze praca pocas semestra (pisomky) ma obrovksy dopad na znamku. Napriklad vela ludi uz na zaciatku skuskoveho vedelo, ze nemoze mat A.",-1
"Musím sa veľa učiť mamička, veľa učiť...",0
"Vynikajúci predmet s vynikajúcim vyučujúcim a cvičiacim. Len celkom nerozumiem priveľkému dôrazu na konvergenciu funkcionálnych radov, nikdy som to nevyužil.",1
"prace bolo riadne vela, avsak vzhladom na mnozstvo kreditov?",0
"Na cvičeniach sme často počítali príklady k učivu, ktoré sme ešte neprebrali na prednáškach. Cvičenia boli pre mňa nezrozumiteľné a chýbala literatúra s teórou a riešenými úlohami. Nepáči sa mi, že neexistovala možnosť opraviť si písomky, alebo napísať náhradné, pokiaľ niekto chýbal (hoci aj zo zdravotných dôvodov). Pri hodnotení príkladov bola chyba v znamienku postihovaná rovnako, ako keby sme nevedeli, ako sa má príklad riešiť, čo je veľmi demotivujúce (hodnotenie 0 alebo plný počet). Navrhovala by som menej prednášok a viac cvičení.",-1
"tento predmet je naozaj náročný, pretože sa skoro všetko musí človek naučiť sám, pretože na cvičeniach sa preberie veľmi málo a preskakujú sa kroky v príkladoch, a väčšinu vedomostí si musí každý zháňať z rôznych zdrojov, navyše cvičiaci je veľmi tvrdý a pri hodnotení písomiek je nekompromisný a každý príklad ktorý nemá správny výsledok hodnotí nulou a neberie do úvahy postup",-1
"Cviká takmer nesúviseli s prednáškami. Pomohlo by ich nejak viac zladiť dokopy, lebo takto boli prednášky síce zaujímavé, ale na prejdenie predmetom zbytočné, a to je škoda nevyužitého času a schopností pána Mózera. Inak sa predmet zameriaval skôr na praktickú stránku veci, čo je podľa mňa pre nás fyzikov dobre.",0
"Matematika 3 bol čo sa týka preberanej látky pomerne jednoduchý, problémom bola časová náročnosť na prípravu týždeň čo týždeň, ak chcel študent viac než len prejsť.",0
"Klasika, matika ale prebere sa toho menej ako na matiakch dovtedy ale mozer uzasny ako vzdy",0
"divim sa ze taketo dolezite veci nie su povinne, skvelo odprednasane, mozno by sa sem tam nasla nejaka drobnost co by som vytkol ale inak skvele :)ale myslim si ze by tomuto predmetu prospeli cvika, napr. s  misom demetrianom si viem predstavit ze by boli velmi poucne",1
"Predmet vcelku dost potrebny v dalsom kvalitne a pochopitelne odprednasany s kopou humoru prednasajucemu vlastneho.",1
"Kvantová teória bola náročná, každý týždeň som venovala veľa času robeniu úloh, boli prácne,avšak na základe úloh sme sa pripravovali na midterm a na skúšku. Vďaka úlohám som sa však učila základom kvantovky. Tento systém je asi najlepší ako sa to naučiť. Na skúšku však bolo málo času, lebo tie úlohy boli náročné a bolo treba si ich poriadne premyslieť.",0
"celkovo som bola spokojna s vyucovanim predmetu pocas celeho semestra, jedina vec co by som vytkla, je zaverecne hodnotenie predmetu. jednoznacne by sa malo viacej prihliadat na vysledok zaverecnej skusky.",0
"Zaujímavý predmet, len chýbajú k nemu cviká. Je síce pekné, že budeme vedieť teóriu, ale keď to nebudeme vedieť použiť, tak to bude na nič. Tento predmet by mal byť viac praktickejší. Viac rátania a menej teórie.",-1
"K predmetu chýbajú cviká.",-1
"Zaujímavý a dobre podaný. Možno priveľa látky naraz.",1
"Narocnost predmetu kompenzovala aspon snaha pana Sevcika. Zvysovala ju biedna uroven cviceni s panom Durzom.",0
"ach, tie cvičenia...otrasné..",-1
"Vobec neviem riesit priklady, a neviem, ci je to kvoli sposobu, akym je vysvetlovane ucivo, alebo mne... Chodim na kazdu prednasku, kazde cvicenie, kazde doucovanie, ktore je, ale aj tak ju (mechaniku) nechapem :(",-1
"spatne by som povedal, ze je dobre sa na tento predmet intenzivne ucit cez rok, tzn aj teoriu aj pocitat prikladym, co spolu suvisi",0
"Mechanika, ťažká, ale nemenil by som na nej nič.",1
"Veľmi veľa učiva...",-1
